"","caseid","startmonth","startday","startyear","endmonth","endday","endyear","ongoingasofmonth","ongoingasofday","ongoingasofyear","sender1","sender2","sender3","sender4","sender5","primarysender","targetstate","institution","institutionid","targetinstitution","otherinstitution","issue1","issue2","issue3","otherissue","threat","threatid1","threatid2","threatid3","sanctiontypethreat","othersanctiontypethreatened","bspecif","scommit","threatenedtargetinterest","dsanctions","carrots","anticipatedtargetcosts","anticipatedtargetcostsfigureifav","tcurrency","tyearofestimate","anticipatedsendercosts","scurrency","syearofestimate","imposition","sancimpositionstartmonth","sancimpositionstartday","sancimpositionstartyear","sanctionidentity","sanctiontype","othersanctiontype","implementationofdiplomaticsancti","carrotsduringsanction","carrotvalue","carrotcurrency","carrotyear","targetcosts","targeteconomiccostsfigure","targeteconomiccostscurrency","targeteconomiccostsyear","sendercosts","sendereconomiccostsfigure","sendereconomiccostscurrency","sendereconomiccostsyear","finaloutcome","settlementnaturesender","settlementnaturetarget","anticipatedtargetcosts_z","targetcosts_z","sendereconomiccostsfigure_z","Severity","senders_combined"
"727",1992070201,7,2,1992,NA,NA,NA,8,27,2002,"United States of America",NA,NA,NA,NA,2,"France",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"728",1992070202,7,2,1992,NA,NA,NA,8,27,2002,"United States of America",NA,NA,NA,NA,2,"Brazil",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"729",1992070203,7,2,1992,NA,NA,NA,8,27,2002,"United States of America",NA,NA,NA,NA,2,"Germany",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"730",1992070204,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Austria",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"731",1992070205,7,2,1992,NA,NA,NA,8,27,2002,"United States of America",NA,NA,NA,NA,2,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"732",1992070206,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"733",1992070207,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Sweden",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"734",1992070208,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"New Zealand",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"735",1992070209,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"United Kingdom",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"736",1992070210,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Spain",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"737",1992070211,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"738",1992070212,7,2,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Belgium",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"739",1992070213,7,2,1992,6,24,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,"2","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,10,1,NA,NA,10,9,-9,-9,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"740",1992070214,7,2,1992,6,24,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"1",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"741",1992071701,7,17,1992,NA,NA,1997,NA,NA,NA,"Russia",NA,NA,NA,NA,365,"Estonia",0,NA,NA,NA,8,NA,NA,NA,1,3,4,2,"1 5 10",NA,2,2,"1",NA,NA,2,NA,NA,NA,NA,NA,NA,1,6,"25","1993","5","4",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,7,2,8,1.51714622188741,1.54396930609564,NA,1.53055776399152,"Russia"
"742",1992079901,7,NA,1992,NA,NA,NA,4,29,1998,"United States of America",NA,NA,NA,NA,2,NA,0,NA,NA,NA,13,NA,NA,"EU is target",1,6,NA,NA,"4",NA,1,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,7,NA,"1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,-9,-9,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"743",1992081101,8,11,1992,12,1,1992,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"744",1992081102,8,11,1992,12,14,2006,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"France",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"11","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"745",1992081103,8,11,1992,NA,NA,NA,2,12,2000,"United States of America",NA,NA,NA,NA,2,"Germany",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"11","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"746",1992081104,8,11,1992,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Brazil",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"11","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"747",1992081105,8,11,1992,NA,NA,NA,10,16,2002,"United States of America",NA,NA,NA,NA,2,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"11","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"748",1992081106,8,11,1992,NA,NA,1995,NA,NA,NA,"Armenia",NA,NA,NA,NA,NA,"Azerbaijan",1,"4400",1,NA,2,NA,NA,NA,1,8,NA,NA,"1 2",NA,2,3,"5",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,1.51714622188741,NA,NA,1.51714622188741,"Armenia"
"749",1992081201,8,12,1992,12,4,1992,NA,NA,NA,"France",NA,NA,NA,NA,220,"United States of America",1,"1830",0,NA,13,NA,NA,NA,1,7,6,NA,"4",NA,2,1,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,NA,NA,NA,NA,"France"
"750",1992081301,8,13,1992,NA,NA,NA,6,20,2005,"Canada",NA,NA,NA,NA,20,"China",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"13","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"751",1992081302,8,13,1992,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Taiwan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,8,"13","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"752",1992083001,8,30,1992,NA,NA,NA,NA,NA,NA,"China",NA,NA,NA,NA,710,"Vietnam",0,NA,NA,NA,13,NA,NA,"Target is Hong Kong",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,"30","1992","5","5",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China"
"753",1992089901,8,NA,1992,7,30,1993,NA,NA,NA,"United States of America","Germany",NA,NA,NA,2,"India",1,"1830",0,NA,8,NA,NA,NA,1,3,NA,NA,"4",NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,1,NA,NA,NA,NA,"United States of America,Germany"
"754",1992089902,8,NA,1992,7,24,1994,NA,NA,NA,"United States of America","Germany",NA,NA,NA,2,"Bangladesh",1,"1830",0,NA,8,NA,NA,NA,1,3,NA,NA,"4",NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,1,NA,NA,NA,NA,"United States of America,Germany"
"755",1992090501,9,5,1992,3,30,1993,NA,NA,NA,"Brazil",NA,NA,NA,NA,140,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,1,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,9,"5","1992","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,0,10,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Brazil"
"756",1992099901,9,NA,1992,2,2,1994,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"Ireland",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,"1992","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,-9,-9,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"757",1992102001,10,20,1992,NA,NA,NA,12,6,1993,NA,NA,NA,NA,NA,NA,"United States of America",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"758",1992110201,11,2,1992,12,3,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austria",1,"1830",0,NA,13,NA,NA,NA,1,8,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,11,"2","1992","6","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,8,2,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,""
"759",1992120801,12,8,1992,NA,NA,NA,NA,NA,NA,"Mexico",NA,NA,NA,NA,70,"Spain",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,"8","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"Mexico"
"760",1992121001,12,10,1992,NA,NA,NA,NA,NA,NA,"Japan",NA,NA,NA,NA,740,"China",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,12,"10","1992","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Japan"
"761",1993010601,1,6,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Belgium",0,NA,NA,NA,13,NA,NA,"hot rolled steel",1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"6","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"762",1993010602,1,6,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"Germany",0,NA,NA,NA,13,NA,NA,"hot rolled steel",1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"6","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"763",1993010603,1,6,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United Kingdom",0,NA,NA,NA,13,NA,NA,"hot rolled steel",1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"6","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"764",1993010801,1,8,1993,NA,NA,NA,NA,NA,NA,"Canada",NA,NA,NA,NA,20,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,2,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"8","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,-9,-9,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Canada"
"765",1993012101,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Brazil",0,NA,NA,NA,13,NA,NA,NA,1,6,5,NA,"4",NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"India"
"766",1993012102,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,6,5,NA,"4",NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"India"
"767",1993012103,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,6,5,NA,"4",NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"India"
"768",1993012104,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,6,5,NA,"4",NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"India"
"769",1993012105,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Argentina",0,NA,NA,NA,13,NA,NA,NA,1,6,5,NA,"4",NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,-0.440056398317161,NA,-0.440056398317161,"India"
"770",1993012106,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"771",1993012107,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"772",1993012108,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"773",1993012109,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Brazil",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"774",1993012110,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Argentina",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,NA,NA,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"India"
"775",1993012111,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Brazil",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"776",1993012112,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"777",1993012113,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"South Korea",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"778",1993012114,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Argentina",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"India"
"779",1993012115,1,21,1993,NA,NA,NA,NA,NA,NA,"India",NA,NA,NA,NA,750,"Mexico",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"21","1993","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"India"
"780",1993012701,1,27,1993,7,27,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Argentina",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"781",1993012702,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Australia",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"782",1993012703,1,27,1993,7,27,1993,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Austria",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"783",1993012704,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Belgium",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"784",1993012705,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Brazil",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"785",1993012706,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"United Kingdom",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"786",1993012707,1,27,1993,NA,NA,NA,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Canada",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"4",NA,1,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,1,"27","1993","1","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,9,NA,NA,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
